title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,Genre,language_code_label,publication_year,title_label,authors_label,publisher_label,Genre_label
The World  the Text  and the Critic,Edward W. Said/إدوارد سعيد,4.18,0674961870,9780674961876,eng,336.0,198,6,2006-06-10,Harvard University Press,Non-fiction,2,2006.0,9230,1578,914,6
Culture and Imperialism,Edward W. Said,4.15,0679750541,9780679750543,eng,380.0,4053,123,1994-05-31,Vintage,History & Biography,2,1994.0,1695,1576,2094,4
La economía Long Tail,Chris Anderson/Federico Villegas Silva Lezama,3.81,8493464260,9788493464264,spa,318.0,24,3,2007-07-01,Ediciones Urano,Non-fiction,18,2007.0,3868,936,615,6
Prioritizing Web Usability,Jakob Nielsen/Hoa Loranger,3.94,0321350316,9780321350312,eng,406.0,599,16,2006-04-20,New Riders Publishing,Non-fiction,2,2006.0,5432,2668,1329,6
Homepage Usability: 50 Websites Deconstructed,Jakob Nielsen/Marie Tahir,3.74,073571102X,9780735711020,eng,336.0,341,12,2001-11-15,New Riders Publishing,Non-fiction,2,2001.0,3221,2669,1329,6
Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,4.22,0143037838,9780143037835,eng,272.0,7838,681,2006-09-05,Penguin Books,History & Biography,2,2006.0,4003,6553,1460,4
And Then There Were None,Agatha Christie/Hugh Fraser,4.26,1572704497,9781572704497,eng,336.7479402444545,214,49,2004-10-15,Audiogo,Mystery & Thriller,2,2004.0,590,47,148,5
The Wild Trees: A Story of Passion and Daring,Richard   Preston,4.09,1400064899,9781400064892,eng,294.0,5588,942,2007-08-23,Random House (NY),Non-fiction,2,2007.0,9182,5083,1623,6
The Boat of Dreams: A Christmas Story,Richard   Preston/George Henry Jennings,3.29,074324592X,9780743245920,eng,111.0,115,22,2003-10-28,Touchstone Books,Fiction,2,2003.0,6808,5084,1986,3
Strange Pilgrims,Gabriel García Márquez,4.03,1400034698,9781400034697,eng,208.0,6952,422,2006-11-14,Vintage,Fiction,2,2006.0,6297,1955,2094,3
Doce cuentos peregrinos,Gabriel García Márquez,4.03,1400034949,9781400034949,spa,192.0,3205,195,2006-11-14,Vintage,Fiction,18,2006.0,1985,1955,2094,3
Would I Lie to You (Gossip Girl  #10),Cecily von Ziegesar,3.59,0316011835,9780316011839,eng,192.0,7948,135,2006-10-04,Little  Brown Young Readers,Young-adult,2,2006.0,10090,825,1139,10
Gossip Girl (Gossip Girl  #1),Cecily von Ziegesar,3.52,0316910333,9780316910330,eng,224.0,54400,2271,2002-04-01,Little  Brown and Company,Young-adult,2,2002.0,2906,825,1140,10
All I Want is Everything (Gossip Girl  #3),Cecily von Ziegesar,3.55,0316912123,9780316912129,eng,240.0,16452,412,2003-05-07,Poppy,Young-adult,2,2003.0,484,825,1563,10
You're the One That I Want (Gossip Girl  #6),Cecily von Ziegesar,3.71,0316735167,9780316735162,eng,224.0,17875,204,2004-10-06,Little  Brown Young Readers,Young-adult,2,2004.0,10161,825,1139,10
The Zero,Jess Walter,3.51,0060898658,9780060898656,eng,336.0,1976,297,2006-08-29,Harper,Fiction,2,2006.0,9258,2972,859,3
Zero: The Biography of a Dangerous Idea,Charles Seife,3.96,0285635948,9780285635944,eng,248.0,131,19,2000-10-12,Souvenir Press,History & Biography,2,2000.0,10192,889,1840,4
Zero Debt: The Ultimate Guide to Financial Freedom,Lynnette Khalfani,3.74,1932450750,9781932450750,eng,204.0,49,10,2004-08-01,Advantage World Press,Non-fiction,2,2004.0,10191,3891,40,6
The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,Nick Cook,4.12,0767906284,9780767906289,eng,320.0,323,37,2007-12-18,Broadway Books,History & Biography,2,2007.0,7767,4570,323,4
Year Zero,Jeff Long,3.6,1416534423,9781416534426,eng,416.0,2164,139,2006-07-01,Atria Books,Fiction,2,2006.0,10127,2920,142,3
Count Zero (Sprawl  #2),William Gibson,4.01,0441013678,9780441013678,eng,308.0,37360,799,2006-03-07,Ace Books,Fiction,2,2006.0,1627,6388,28,3
Triple Zero  (Star Wars: Republic Commando  #2),Karen Traviss,4.24,0345490096,9780345490094,eng,393.0,5130,163,2006-02-28,Del Rey Books,Fiction,2,2006.0,9515,3435,519,3
Bravo Two Zero,Andy McNab,4.09,0552153575,9780552153577,eng,416.0,9151,269,2005-11-01,Corgi,History & Biography,2,2005.0,1135,254,441,4
This Lullaby,Sarah Dessen,4.03,0142501557,9780142501559,eng,345.0,163599,4453,2004-03-08,Speak,Romantic,2,2004.0,9318,5494,1844,9
Lullabies for Little Criminals,Heather O'Neill,3.98,0060875070,9780060875077,eng,330.0,18419,1371,2006-10-17,Harper Perennial,Fiction,2,2006.0,4218,2317,868,3
Hush! A Thai Lullaby,Minfong Ho/Holly Meade,4.03,0531071669,9780531071663,eng,32.0,1315,197,2000-03-01,Scholastic Inc.,Children,2,2000.0,3332,4423,1747,0
Lullaby Town (Elvis Cole  #3),Robert Crais,4.14,0752817000,9780752817002,eng,296.0,8359,319,2008-04-01,Orion,Mystery & Thriller,2,2008.0,4219,5233,1395,5
The Iliad (SparkNotes Literature Guides),SparkNotes/Homer,3.65,1586633716,9781586633714,eng,88.0,23,3,2002-01-10,SparkNotes,Other,2,2002.0,7780,5663,1843,7
The Iliad,Homer,3.86,0471377589,9780471377580,eng,150.0,3834,134,1999-10-28,John Wiley & Sons,Poetry,2,1999.0,7778,2429,1043,8
The Princess Bride (Long  Tall Texans  #15),Diana Palmer,3.89,0373192827,9780373192823,eng,192.0,634,32,1998-01-23,Silhouette Romance,Romantic,2,1998.0,8508,1373,1797,9
The Sultan's Bought Bride  (Princess Brides  #1),Jane Porter,3.74,037312418X,9780373124183,eng,192.0,224,20,2004-08-25,Harlequin Presents,Romantic,2,2004.0,8905,2833,852,9
The Sheik & the Princess Bride (Desert Rogues  #8),Susan   Mallery,3.95,0373246471,9780373246472,eng,256.0,506,22,2004-10-25,Silhouette Special Edition,Romantic,2,2004.0,8765,5855,1798,9
The Prince Kidnaps a Bride (Lost Princesses  #3),Christina Dodd,3.79,0060561181,9780060561185,eng,384.0,2103,84,2006-11-28,Avon,History & Biography,2,2006.0,8504,957,158,4
Stargirl (Stargirl  #1),Jerry Spinelli,3.76,0440416779,9780440416777,eng,186.0,1969,252,2004-05-11,Laurel Leaf,Young-adult,2,2004.0,6241,2969,1100,10
Love  Stargirl (Stargirl  #2),Jerry Spinelli,3.82,0375813756,9780375813757,eng,274.0,713,110,2007-08-14,Knopf Books for Young Readers,Young-adult,2,2007.0,4175,2969,1074,10
Stargirl LitPlans on CD,Mary B. Collins,4.86,158337292X,9781583372920,eng,210.0,5,0,2005-09-15,Teacher's Pet Publications,Other,2,2005.0,6242,4151,1917,7
Son of the Mob (Son of the Mob  #1),Gordon Korman,3.72,0786815930,9780786815937,eng,262.0,5977,620,2004-09-01,Little  Brown Books for Young Readers,Young-adult,2,2004.0,6134,2142,1138,10
Hollywood Hustle (Son of the Mob  #2),Gordon Korman,3.64,0786809191,9780786809196,eng,268.0,1615,145,2006-04-01,Hyperion Paperbacks,Young-adult,2,2006.0,3206,2142,995,10
For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life,Albert Demeo/Mary Jane Ross,4.05,0767906896,9780767906890,eng,288.0,966,108,2003-09-09,Broadway Books,Non-fiction,2,2003.0,2635,95,323,6
El ojo de fuego,Lewis Perdue,3.66,848974615X,9788489746152,spa,496.0,18,1,2007-02-01,Puzzle-Via Magna,Other,18,2007.0,2223,3753,1609,7
Neptune Noir: Unauthorized Investigations into Veronica Mars,Rob Thomas/Leah Wilson/Heather Havrilesky/Amy Berner/Lynne Edwards/John  Ramos/Alafair Burke/Chris McCubbin/Lawrence Watt-Evans/Lani Diane Rich/Geoff Klock/Judy Fitzwater/Evelyn Vaughn/Joyce Millman/Amanda Ann Klein/Kristen Kidder/Jesse Hassenger/Gwen Ellery/Misty Hook/Samantha Bornemann,3.63,1933771135,9781933771137,eng,224.0,925,112,2007-04-10,Smart Pop,Non-fiction,2,2007.0,4791,5200,1827,6
The Soloist,Nicholas Christopher,3.3,1593761228,9781593761226,eng,320.0,56,9,2006-11-27,Counterpoint,Fiction,2,2006.0,8821,4555,453,3
Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha),Arthur Golden,4.11,9833346685,9789833346684,msa,784.0,28,6,2006-07-01,Marshall Cavendish Editions,History & Biography,12,2006.0,3753,442,1212,4
Memoirs of a Geisha,Arthur Golden,4.11,0701169699,9780701169695,eng,452.0,57,8,2000-10-05,Chatto & Windus,History & Biography,2,2000.0,4437,442,378,4
Survivor,Chuck Palahniuk,3.92,009928264X,9780099282648,eng,289.0,49307,1637,2000-08-03,Vintage,Fiction,2,2000.0,6376,993,2094,3
Diary,Chuck Palahniuk,3.61,1400032814,9781400032815,eng,262.0,65139,2120,2004-09-14,Anchor,Fiction,2,2004.0,1920,993,86,3
Rant,Chuck Palahniuk,3.81,0385517874,9780385517874,eng,320.0,55592,2516,2007-05-01,Doubleday Books,Fiction,2,2007.0,5531,993,574,3
Clown Girl,Monica Drake/Chuck Palahniuk,3.39,0976631156,9780976631156,eng,297.0,6015,327,2007-01-04,Hawthorne Books,Fiction,2,2007.0,1483,4446,923,3
Choke,Chuck Palahniuk,3.7,0099422689,9780099422686,eng,293.0,1557,115,2002-08-01,Vintage,Fiction,2,2002.0,1379,993,2094,3
Haunted,Chuck Palahniuk,3.59,1400032822,9781400032822,eng,419.0,78280,3745,2006-04-11,Anchor,Fiction,2,2006.0,3061,993,86,3
Fugitives and Refugees: A Walk in Portland  Oregon,Chuck Palahniuk,3.51,1400047838,9781400047833,eng,176.0,8460,415,2003-07-08,Crown Journeys/Crown Publishers/Crown Publishing Group/Random House,Non-fiction,2,2003.0,2725,993,468,6
Haunted,Chuck Palahniuk/Erik Darling/Arthur Morey/Scott Brick/Lorna Raver/Marc Cashman/Kimberly Farr/Renee Randman,3.59,0739302868,9780739302866,eng,14.0,57,23,2005-05-10,Random House Audio,Fiction,2,2005.0,3061,994,1626,3
Nonfiction,Chuck Palahniuk,3.57,0224063022,9780224063029,eng,233.0,213,15,2004-08-05,Jonathan Cape,History & Biography,2,2004.0,4882,993,1046,4
Haunted,Chuck Palahniuk,3.59,0224064452,9780224064453,eng,416.0,173,15,2005-05-01,Jonathan Cape,Fiction,2,2005.0,3061,993,1046,3
Survivant,Chuck Palahniuk/Freddy Michalski,3.92,2070756270,9782070756278,fre,365.0,14,0,2001-02-04,Gallimard,Other,4,2001.0,6374,995,747,7
Fantasmas,Chuck Palahniuk/Javier Calvo,3.59,9879397509,9789879397503,spa,442.0,116,13,2006-08-28,Mondadori,Fiction,18,2006.0,2456,996,1272,3
Error humano,Chuck Palahniuk/Javier Calvo,3.57,8439711867,9788439711865,spa,253.0,11,1,2005-05-31,Mondadori,History & Biography,18,2005.0,2305,996,1272,4
Life After God,Douglas Coupland,3.79,0743231511,9780743231510,eng,291.0,9882,338,2002-07-01,Simon & Schuster,Fiction,2,2002.0,4037,1457,1804,3
City of Glass: Douglas Coupland's Vancouver,Douglas Coupland,3.83,1550548182,9781550548181,eng,152.0,807,40,2003-05-01,Douglas & McIntyre,Non-fiction,2,2003.0,1416,1457,579,6
Terry: Terry Fox and His Marathon of Hope,Douglas Coupland,4.34,1553651529,9781553651529,eng,176.0,256,22,2005-08-04,Douglas & McIntyre,History & Biography,2,2005.0,6491,1457,579,4
All Families Are Psychotic,Douglas Coupland,3.67,0007117531,9780007117536,eng,279.0,361,32,2002-07-01,Harper Perennial,Fiction,2,2002.0,482,1457,868,3
Shampoo Planet,Douglas Coupland,3.5,0743231538,9780743231534,eng,282.0,8283,202,2008-03-01,Scribner Book Company,Fiction,2,2008.0,5957,1457,1756,3
All Tomorrow's Parties (Bridge  #3),William Gibson,3.91,0425190447,9780425190449,eng,339.0,13020,316,2003-02-04,Berkley Books,Fiction,2,2003.0,492,6388,241,3
Spook Country (Blue Ant  #2),William Gibson,3.69,0399154302,9780399154300,eng,371.0,16342,1258,2007-08-07,Putnam Adult,Fiction,2,2007.0,6183,6388,1607,3
Burning Chrome (Sprawl  #0),William Gibson/Bruce Sterling/Jonathan Davis/Dennis Holland/Kevin Pariseau/Victor Bevine/Jay Snyder/Brian Nishil/L.J. Ganser/Oliver Wyman/Eric Michael Summerer/Marc Vietor,4.06,0060539828,9780060539825,eng,224.0,30566,585,2003-07-29,Harper Voyager,Fiction,2,2003.0,1197,6389,875,3
Idoru (Bridge #2),William Gibson,3.8,0425190455,9780425190456,eng,308.0,17632,388,2003-01-07,Berkley Trade,Fiction,2,2003.0,3390,6388,250,3
Virtual Light (Bridge  #1),William Gibson,3.85,0140157727,9780140157727,eng,304.0,18228,358,1996-10-26,Penguin Books Ltd,Fiction,2,1996.0,9741,6388,1470,3
Stable Strategies and Others,Eileen Gunn/Howard Waldrop/William Gibson,3.77,189239118X,9781892391186,eng,208.0,104,19,2004-09-01,Tachyon Publications,Fiction,2,2004.0,6194,1590,1904,3
Cyberpunk and Cyberculture: Science Fiction and the Work of William Gibson,Dani Cavallaro,3.77,0485006073,9780485006070,eng,258.0,62,4,2001-09-13,Bloomsbury Academic,Other,2,2001.0,1704,1110,279,7
The Neil Gaiman Audio Collection,Neil Gaiman,4.24,0060732989,9780060732981,eng,1.0,1666,208,2004-08-31,HarperFestival,Children,2,2004.0,8270,4518,889,0
The Day I Swapped My Dad for Two Goldfish,Neil Gaiman/Dave McKean,4.03,0060587032,9780060587031,eng,64.0,284,31,2006-09-26,HarperCollins,Children,2,2006.0,7217,4523,877,0
Death: The Time of Your Life (Death of the Endless  #2),Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes,4.22,1563893339,9781563893339,eng,95.0,12377,198,1997-12-01,Vertigo,Comics & Graphic,2,1997.0,1847,4521,2077,1
Creatures of the Night,Neil Gaiman/Michael Zulli,3.83,1569719365,9781569719367,eng,46.0,1706,171,2004-12-27,Dark Horse Books,Comics & Graphic,2,2004.0,1645,4527,500,1
New X-Men  Volume 4: Riot at Xavier's,Grant Morrison/Frank Quitely,4.06,0785110674,9780785110675,eng,120.0,2113,54,2006-11-15,Marvel,Comics & Graphic,2,2006.0,4813,2167,1215,1
The Invisibles  Volume 1: Say You Want a Revolution,Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan,3.95,1563892677,9781563892677,eng,224.0,8822,372,1996-06-01,DC Comics,Comics & Graphic,2,1996.0,7823,2182,485,1
The Mystery Play,Grant Morrison/Jon J. Muth,3.44,1563891891,9781563891892,eng,80.0,688,40,1995-08-01,Vertigo,Comics & Graphic,2,1995.0,8239,2170,2077,1
Kid Eternity,Grant Morrison/Duncan Fegredo,3.41,1401209335,9781401209339,eng,144.0,693,44,2006-02-01,Vertigo,Comics & Graphic,2,2006.0,3761,2166,2077,1
New X-Men  Volume 1: E Is for Extinction,Grant Morrison/Frank Quitely,4.06,0785108114,9780785108115,eng,144.0,7602,135,2006-09-27,Marvel,Comics & Graphic,2,2006.0,4812,2167,1215,1
Seven Soldiers of Victory  Volume 1,Grant Morrison/Ryan Sook/Mick Gray/Frazer Irving/J.H. Williams III/Simone Bianchi/Cameron Stewart,3.79,1401209254,9781401209254,eng,224.0,2046,98,2006-01-04,DC Comics,Comics & Graphic,2,2006.0,5902,2181,485,1
Doom Patrol  Vol. 1: Crawling from the Wreckage (Doom Patrol  #1),Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg,4.08,1563890348,9781563890345,eng,192.0,5447,235,2000-04-17,Vertigo,Comics & Graphic,2,2000.0,2012,2178,2077,1
The Filth,Grant Morrison/Chris Weston/Gary Erskine,3.75,1401200133,9781401200138,eng,320.0,3907,266,2004-06-01,Vertigo,Comics & Graphic,2,2004.0,7487,2163,2077,1
Doom Patrol  Vol. 5: Magic Bus,Grant Morrison/Richard Case/Ken Steacy/Stan Woch/Philip Bond/Mark McKenna/Scott Hanna,4.27,1401212026,9781401212025,eng,203.0,1363,52,2007-04-01,Vertigo,Comics & Graphic,2,2007.0,2014,2179,2077,1
JLA  Vol. 1: New World Order,Grant Morrison/Howard Porter/John Dell,3.98,156389369X,9781563893698,eng,93.0,3714,96,1997-04-01,DC Comics,Comics & Graphic,2,1997.0,3588,2169,485,1
Batman: Gothic,Grant Morrison/Klaus Janson,3.79,1563890283,9781563890284,eng,128.0,4294,123,1998-07-01,DC Comics,Comics & Graphic,2,1998.0,828,2171,485,1
JLA: Earth 2,Grant Morrison/Frank Quitely,3.97,1563896311,9781563896316,eng,96.0,5165,143,2000-10-01,DC Comics,Comics & Graphic,2,2000.0,3589,2167,485,1
New X-Men: Omnibus,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,4.23,0785123261,9780785123262,eng,1096.0,2952,112,2006-12-06,Marvel,Comics & Graphic,2,2006.0,4815,2173,1215,1
Superfolks,Robert  Mayer/Grant Morrison,3.48,0312339925,9780312339920,eng,240.0,429,57,2005-03-09,St. Martin's Griffin,Comics & Graphic,2,2005.0,6361,5208,1855,1
Kill Your Boyfriend,Grant Morrison/Philip Bond/D'Israeli/Daniel Vozzo,3.57,156389453X,9781563894534,eng,55.0,1269,66,1998-12-31,DC Comics Vertigo,Comics & Graphic,2,1998.0,3765,2176,486,1
Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison/Dave McKean,4.1,1401204252,9781401204259,eng,216.0,51984,1469,2005-01-11,DC Comics,Comics & Graphic,2,2005.0,827,2165,485,1
JLA: Tierra 2,Grant Morrison/Frank Quitely/Rafael De la Iglesia,3.97,987224975X,9789872249755,spa,96.0,7,2,2005-11-25,Sticker Design (DC Comics),Other,18,2005.0,3590,2168,1879,7
Doom Patrol  Vol. 4: Musclebound,Grant Morrison/Richard Case/Mike Dringenberg/Mark McKenna/Jamie Hewlett/Steve Yeowell/Rian Hughes,4.15,1401209998,9781401209995,eng,256.0,2322,77,2006-08-30,Vertigo,Comics & Graphic,2,2006.0,2013,2180,2077,1
New X-Men  Volume 7: Here Comes Tomorrow,Grant Morrison/Marc Silvestri,3.75,0785113452,9780785113454,eng,112.0,1797,55,2006-11-15,Marvel,Comics & Graphic,2,2006.0,4814,2172,1215,1
The Invisibles  Vol. 7: The Invisible Kingdom,Grant Morrison/Philip Bond/Warren Pleece/Sean Phillips/Jay Stephens/Frank Quitely/Steve Yeowell,4.2,1401200192,9781401200190,eng,288.0,3346,83,2002-12-01,DC Comics Vertigo,Comics & Graphic,2,2002.0,7822,2177,486,1
The Invisibles  Vol. 3: Entropy in the U.K.,Grant Morrison/Phil Jimenez/John Stokes/Tommy Lee Edwards/Paul Johnson/Steve Yeowell/Dick Giordano/Mark Buckingham/Mark Pennington,4.21,1563897288,9781563897283,eng,232.0,4084,86,2001-08-01,Vertigo,Comics & Graphic,2,2001.0,7818,2175,2077,1
Invisible,Pete Hautman,3.84,0689869037,9780689869037,eng,160.0,2311,347,2006-11-28,Simon Pulse,Young-adult,2,2006.0,3542,4846,1817,10
The Invisibles  Vol. 4: Bloody Hell in America,Grant Morrison/Phil Jimenez/John Stokes,4.17,1563894440,9781563894442,eng,104.0,3882,74,1998-02-01,Vertigo,Comics & Graphic,2,1998.0,7819,2174,2077,1
The Invisibles  Vol. 6: Kissing Mister Quimper,Grant Morrison/Chris Weston/Ivan Reis,4.24,1563896001,9781563896002,eng,224.0,3852,63,2000-02-01,DC Comics Vertigo,Comics & Graphic,2,2000.0,7821,2164,486,1
Invisible Residents: The Reality of Underwater UFOs,Ivan T. Sanderson/David Hatcher Childress,3.73,1931882207,9781931882200,eng,100.0,62,7,2005-09-15,Adventures Unlimited Press,Other,2,2005.0,3544,2565,41,7
The Invisibles  Vol. 5: Counting to None,Grant Morrison/Phil Jimenez/John Stokes,4.19,1563894890,9781563894893,eng,240.0,4270,67,1999-03-01,Vertigo,Comics & Graphic,2,1999.0,7820,2174,2077,1
The Invisible Heart: An Economic Romance,Russell Roberts/Russ Roberts,3.74,0262681358,9780262681353,eng,282.0,609,90,2002-02-22,MIT Press,Fiction,2,2002.0,7815,5428,1182,3
Transmetropolitan  Vol. 2: Lust for Life,Warren Ellis/Darick Robertson,4.34,1563894815,9781563894817,eng,208.0,15496,281,1999-02-01,Vertigo,Comics & Graphic,2,1999.0,9478,6310,2077,1
Transmetropolitan  Vol. 3: Year of the Bastard,Warren Ellis/Darick Robertson/Rodney Ramos,4.41,1563895684,9781563895685,eng,144.0,13360,193,1999-09-01,Vertigo,Comics & Graphic,2,1999.0,9479,6311,2077,1
Transmetropolitan  Vol. 5: Lonely City,Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart,4.41,1563897229,9781563897221,eng,144.0,11372,146,2001-07-01,Vertigo,Comics & Graphic,2,2001.0,9481,6314,2077,1
Transmetropolitan  Vol. 4: The New Scum,Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin,4.39,1563896273,9781563896279,eng,133.0,13331,146,2000-09-01,Vertigo,Comics & Graphic,2,2000.0,9480,6313,2077,1
Transmetropolitan  Vol. 8: Dirge,Warren Ellis/Darick Robertson/Rodney Ramos,4.47,1563899531,9781563899539,eng,140.0,9963,90,2003-04-01,Vertigo,Comics & Graphic,2,2003.0,9483,6311,2077,1
Transmetropolitan  Vol. 10: One More Time,Warren Ellis/Darick Robertson/Rodney Ramos,4.51,1401202179,9781401202170,eng,144.0,10308,184,2004-06-01,Vertigo,Comics & Graphic,2,2004.0,9477,6311,2077,1
Transmetropolitan  Vol. 9: The Cure,Warren Ellis/Darick Robertson/Rodney Ramos,4.44,1563899884,9781563899881,eng,144.0,10331,90,2003-12-01,Vertigo,Comics & Graphic,2,2003.0,9484,6311,2077,1
Transmetropolitan  Vol. 7: Spider's Thrash,Warren Ellis/Darick Robertson/Rodney Ramos/Darren Aronofsky,4.32,1563898942,9781563898945,eng,144.0,12633,88,2002-11-01,Vertigo,Comics & Graphic,2,2002.0,9482,6312,2077,1
Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category,Dave Eggers/Kevin Shay/Lee Epstein/Suzanne Kleid/McSweeney's Publishing,3.75,1400076854,9781400076857,eng,249.0,1791,146,2005-06-14,Vintage,Fiction,2,2005.0,1640,1178,2094,3
The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene,4.11,0141011114,9780141011110,eng,592.0,340,22,2005-02-24,Penguin,Non-fiction,2,2005.0,7441,683,1454,6
The Meaning of Relativity (Science Library),Albert Einstein/Brian Greene,4.32,0691120277,9780691120270,eng,200.0,26,2,2004-11-21,Princeton University Press,Other,2,2004.0,8143,96,1589,7
The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene,4.11,0736697500,9780736697507,eng,16.0,19,5,2004-02-24,Books on Tape,Non-fiction,2,2004.0,7441,683,303,6
Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden History,Preston Peet,3.84,1932857192,9781932857191,eng,343.0,157,5,2005-10-01,Disinformation Company,History & Biography,2,2005.0,9646,4970,559,4
Under the Influence: The Disinformation Guide to Drugs,Preston Peet,3.64,1932857001,9781932857009,eng,312.0,58,3,2004-01-01,The Disinformation Company (NYC),History & Biography,2,2004.0,9640,4970,1933,4
You are Being Lied To: The Disinformation Guide to Media Distortion  Historical Whitewashes  and Cultural Myths,Russ Kick,3.87,0966410076,9780966410075,eng,399.0,1010,34,2001-04-01,Disinformation Company,History & Biography,2,2001.0,10157,5421,559,4
The Origin of Species,Charles Darwin/Philip Appleman,3.98,0393978672,9780393978674,eng,134.0,33,3,2002-03-15,W.W. Norton & Company,Non-fiction,2,2002.0,8350,852,2129,6
Red Herrings and White Elephants: The Origins of the Phrases We Use Every Day,Albert Jack/Ann Page,3.73,0060843373,9780060843373,eng,272.0,71,5,2005-11-01,Harper,Non-fiction,2,2005.0,5567,101,859,6
The Origin of Species,Charles Darwin/Julian Huxley,3.98,0451529065,9780451529060,eng,576.0,805,75,2003-09-02,Signet Classics,Non-fiction,2,2003.0,8350,850,1792,6
The Origin of Species,Charles Darwin,3.98,0785819118,9780785819110,eng,703.0,78431,1355,2004-05-01,Castle Books,Non-fiction,2,2004.0,8350,849,360,6
The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics,Elaine Pagels,3.9,0679731180,9780679731184,eng,240.0,5729,209,1996-04-30,Vintage,History & Biography,2,1996.0,8349,1594,2094,4
Discourse on the Origin of Inequality,Jean-Jacques Rousseau,3.82,0486434141,9780486434148,eng,73.0,9975,210,2004-06-04,Dover Publications,Non-fiction,2,2004.0,1962,2898,580,6
On the Origins of War and the Preservation of Peace,Donald Kagan,4.01,0385423756,9780385423755,eng,573.0,520,30,1996-01-01,Anchor,History & Biography,2,1996.0,5032,1416,86,4
The Origins of Totalitarianism,Hannah Arendt,4.28,0805242252,9780805242256,eng,674.0,77,11,2004-03-01,Schocken Books,Other,2,2004.0,8354,2262,1740,7
The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,4.25,0618057072,9780618057078,eng,491.0,3473,426,2000-08-15,Mariner Books,Non-fiction,2,2000.0,8348,3361,1206,6
Final Fantasy Origins - Official Strategy Guide,Casey Loe/Laura Parkinson,3.96,0744002532,9780744002539,eng,256.0,25,1,2003-04-09,Bradygames,Other,2,2003.0,2533,811,311,7
Social Origins of Dictatorship and Democracy: Lord and Peasant in the Making of the Modern World,Barrington Moore Jr./James C. Scott/Edward Friedman,3.98,0807050733,9780807050736,eng,592.0,823,37,1993-09-01,Beacon Press,History & Biography,2,1993.0,6105,534,228,4
Smithsonian Intimate Guide to Human Origins,Carl Zimmer,4.02,0061196673,9780061196676,eng,176.0,173,17,2007-02-06,Harper Perennial,History & Biography,2,2007.0,6091,771,868,4
Economic Origins of Dictatorship and Democracy,Daron Acemoğlu/James A. Robinson,3.97,0521855268,9780521855266,eng,416.0,158,10,2005-10-01,Cambridge University Press,Other,2,2005.0,2151,1160,341,7
African Origins of the Major Western Religions,Yosef A.A. Ben-Jochannan,4.54,0933121296,9780933121294,eng,363.0,129,6,1991-12-01,Black Classic Press,Other,2,1991.0,419,6541,262,7
The Origins of the Civil Rights Movements: Black Communities Organizing for Change,Aldon D. Morris,4.05,0029221307,9780029221303,eng,368.0,151,13,1986-09-15,Free Press,History & Biography,2,1986.0,8355,106,733,4
The Origin of the Bible,F.F. Bruce/Philip W. Comfort/Carl F.H. Henry/J.I. Packer,3.86,0842383670,9780842383677,eng,352.0,79,11,2003-12-17,Tyndale House Publishers,History & Biography,2,2003.0,8352,1812,2011,4
Country of Origin,Don  Lee,3.47,039332706X,9780393327069,eng,320.0,317,41,2005-04-17,W. W. Norton  Company,Fiction,2,2005.0,1629,1392,2123,3
The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,Colin McGinn,3.65,0060957603,9780060957605,eng,256.0,226,31,2003-07-08,Harper Perennial,History & Biography,2,2003.0,8092,1022,868,4
The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk,Michael Baur/Steven Baur/James S. Spiegel,3.63,0812696069,9780812696066,eng,288.0,157,14,2006-10-25,Open Court,Non-fiction,2,2006.0,6712,4289,1384,6
The Gospel According to the Beatles,Steve Turner,3.77,0664229832,9780664229832,eng,254.0,126,23,2006-08-03,Westminster John Knox Press,History & Biography,2,2006.0,7623,5810,2168,4
JPod,Douglas Coupland,3.69,1596911042,9781596911048,eng,448.0,617,72,2006-05-16,Bloomsbury,Fiction,2,2006.0,3591,1457,276,3
